"id","api_datetime","ask","bid","market_date_time","regular_market_change_percent","regular_market_price","regular_market_time","symbol","type"
"263","1742196310","524.5","524","2025-03-17 15:10:01","0.5752637","524.5","1742195401","0700.HK","M5"
"264","1742196310","87.85","87.8","2025-03-17 15:09:37","2.808662","87.85","1742195377","0005.HK","M5"
"265","1742196615","365.4","365","2025-03-17 15:15:04","3.0491211","365","1742195704","0388.HK","M5"
"266","1742196615","524","523.5","2025-03-17 15:15:04","0.4793864","524","1742195704","0700.HK","M5"
"267","1742196615","87.8","87.75","2025-03-17 15:15:03","2.691636","87.75","1742195703","0005.HK","M5"
"268","1742196910","364.8","364.4","2025-03-17 15:19:59","2.8797238","364.4","1742195999","0388.HK","M5"
"269","1742196910","524","523.5","2025-03-17 15:19:59","0.3835091","523.5","1742195999","0700.HK","M5"
"270","1742196910","87.55","87.5","2025-03-17 15:20:00","2.4575849","87.55","1742196000","0005.HK","M5"
"271","1742197210","364.8","364.6","2025-03-17 15:24:56","3.0491211","365","1742196296","0388.HK","M5"
"272","1742197210","523.5","523","2025-03-17 15:25:01","0.28763184","523","1742196301","0700.HK","M5"
"273","1742197210","87.65","87.6","2025-03-17 15:24:51","2.5160933","87.6","1742196291","0005.HK","M5"
"274","1742197510","365.4","365.2","2025-03-17 15:30:00","3.1055899","365.2","1742196600","0388.HK","M5"
"275","1742197510","524","523.5","2025-03-17 15:30:01","0.4793864","524","1742196601","0700.HK","M5"
"276","1742197510","87.7","87.65","2025-03-17 15:29:48","2.6331189","87.7","1742196588","0005.HK","M5"
"277","1742197810","365","364.8","2025-03-17 15:34:57","2.9926524","364.8","1742196897","0388.HK","M5"
"278","1742197810","524","523.5","2025-03-17 15:35:01","0.3835091","523.5","1742196901","0700.HK","M5"
"279","1742197810","87.7","87.65","2025-03-17 15:34:57","2.6331189","87.7","1742196897","0005.HK","M5"
"280","1742198110","364","363.8","2025-03-17 15:39:50","2.8232636","364.2","1742197190","0388.HK","M5"
"281","1742198110","524","523.5","2025-03-17 15:40:01","0.4793864","524","1742197201","0700.HK","M5"
"282","1742198110","87.8","87.7","2025-03-17 15:39:58","2.6331189","87.7","1742197198","0005.HK","M5"
"283","1742198415","364.4","364.2","2025-03-17 15:45:02","2.8797238","364.4","1742197502","0388.HK","M5"
"284","1742198415","524.5","524","2025-03-17 15:45:06","0.4793864","524","1742197506","0700.HK","M5"
"285","1742198415","87.75","87.7","2025-03-17 15:45:06","2.6331189","87.7","1742197506","0005.HK","M5"
"286","1742198710","365.2","365","2025-03-17 15:50:00","3.0491211","365","1742197800","0388.HK","M5"
"287","1742198710","525","524.5","2025-03-17 15:50:00","0.67114097","525","1742197800","0700.HK","M5"
"288","1742198710","87.65","87.6","2025-03-17 15:49:43","2.5160933","87.6","1742197783","0005.HK","M5"
"289","1742199010","365","364.8","2025-03-17 15:55:00","2.9926524","364.8","1742198100","0388.HK","M5"
"290","1742199010","525","524.5","2025-03-17 15:55:01","0.67114097","525","1742198101","0700.HK","M5"
"291","1742199010","87.65","87.6","2025-03-17 15:55:00","2.5160933","87.6","1742198100","0005.HK","M5"
"292","1742199310","365","364.8","2025-03-17 15:59:59","3.1055899","365.2","1742198399","0388.HK","M5"
"293","1742199310","525","524.5","2025-03-17 15:59:59","0.5752637","524.5","1742198399","0700.HK","M5"
"294","1742199310","87.65","87.6","2025-03-17 15:59:59","2.6916363","87.75","1742198399","0005.HK","M5"
"295","1742199910","365","364.8","2025-03-17 16:08:17","3.218519","365.6","1742198897","0388.HK","M5"
"296","1742199910","524.5","524","2025-03-17 16:08:18","0.5752637","524.5","1742198898","0700.HK","M5"
"297","1742199910","87.65","87.6","2025-03-17 16:08:17","2.5746105","87.65","1742198897","0005.HK","M5"
